Locality,Total_SqFt,BHK,Bathrooms,Dist_to_School_km,Dist_to_Hospital_km,Dist_to_Railway_km,Parking_Available,Gated_Security,Price_INR
Vinoba Nagar,3514,4,4,1.89,1.11,5.38,1,0,23975000.0
Sulebailu,3620,4,4,3.83,6.86,5.95,1,0,13999000.0
Gadikoppa,2625,3,4,0.79,2.4,1.25,1,1,19206000.0
Vinoba Nagar,631,1,1,1.26,2.27,10.75,0,1,4410000.0
Gopala,3067,4,4,1.57,2.13,5.19,1,0,16453000.0
Vinoba Nagar,1889,3,3,1.72,1.26,6.92,1,1,13044000.0
Sulebailu,4484,4,5,3.92,7.78,11.46,0,0,16763000.0
Sulebailu,2834,4,4,4.6,5.87,2.81,1,0,10470000.0
Vinoba Nagar,2997,4,4,1.92,1.43,1.65,1,1,20382000.0
Gadikoppa,2428,3,3,2.36,1.52,4.68,1,1,17788000.0
Alkola,2930,4,5,1.2,3.24,2.17,1,0,14961000.0
Bommanakatte,2267,3,3,3.44,5.8,10.42,0,0,9195000.0
Sulebailu,2809,4,4,3.62,6.61,1.84,1,0,10534000.0
Gopala,4177,4,4,1.99,2.93,7.26,1,0,22325000.0
Basavanagudi,2418,3,3,0.37,0.34,8.81,1,0,18216000.0
Basavanagudi,3946,4,4,1.01,1.04,8.85,1,0,29364000.0
Alkola,2579,3,3,1.46,4.46,9.95,0,0,12832000.0
Bommanakatte,1412,2,2,4.39,5.75,11.29,1,0,5726000.0
Sulebailu,3798,4,5,5.83,7.07,1.82,1,0,14440000.0
Vinoba Nagar,1191,2,2,1.56,2.29,11.51,1,1,8416000.0
Gopala,1093,2,3,1.04,3.67,3.15,0,0,5648000.0
KHB Colony,2965,4,4,1.98,2.41,8.83,0,0,16838000.0
Bommanakatte,3448,4,4,4.15,4.69,5.65,1,0,14761000.0
Alkola,3866,4,4,2.14,2.17,8.4,1,0,19804000.0
Vinoba Nagar,4403,4,4,1.06,2.49,11.94,0,1,29915000.0
Gopala,3364,4,4,1.44,3.39,4.41,1,0,18013000.0
Sulebailu,3122,4,4,5.37,8.27,4.2,1,0,11718000.0
Gopala,1621,3,3,2.84,2.83,2.1,1,0,8562000.0
Vinoba Nagar,2693,3,4,0.76,0.52,7.53,1,1,18695000.0
Gadikoppa,2436,3,3,1.63,1.24,6.85,1,1,17708000.0
Gadikoppa,3760,4,4,0.53,2.62,11.32,1,0,27304000.0
Bommanakatte,1255,2,2,3.33,5.87,10.08,1,0,5357000.0
Vinoba Nagar,998,2,2,0.71,0.74,8.7,0,1,7222000.0
Alkola,2223,3,4,1.19,3.25,4.71,1,0,11177000.0
Alkola,2075,3,3,2.04,2.3,1.72,1,0,10419000.0
KHB Colony,2538,3,3,1.78,1.96,5.73,0,0,14815000.0
Bommanakatte,3636,4,4,3.01,6.76,11.06,1,0,15459000.0
Basavanagudi,1469,2,2,0.33,1.47,4.26,1,0,11021000.0
Vinoba Nagar,3493,4,5,1.2,0.98,8.59,1,0,23748000.0
Gadikoppa,1948,3,3,1.33,1.19,6.33,0,0,13745000.0
Vinoba Nagar,3284,4,4,1.89,2.15,4.67,1,1,22633000.0
Bommanakatte,3917,4,4,4.89,5.53,11.05,1,0,16605000.0
Basavanagudi,1266,2,2,0.46,0.91,5.98,1,0,9545000.0
Gopala,3208,4,5,1.64,2.47,7.85,0,0,17076000.0
Bommanakatte,1561,2,2,4.79,5.4,4.03,0,0,6258000.0
Gadikoppa,1869,3,3,1.68,1.55,2.93,1,1,13639000.0
Basavanagudi,3554,4,5,1.45,0.25,11.75,0,0,26515000.0
Sulebailu,4205,4,4,4.96,5.32,3.67,1,0,16200000.0
Alkola,2815,4,4,1.64,4.17,5.94,1,0,14243000.0
KHB Colony,1777,3,3,1.21,2.25,1.8,1,0,10345000.0
Gopala,3801,4,5,1.8,2.94,10.4,1,0,20365000.0
Bommanakatte,1689,3,3,3.62,4.93,6.53,1,0,7020000.0
Vinoba Nagar,1539,2,2,1.82,1.59,3.62,1,1,10739000.0
Basavanagudi,2686,3,3,0.79,1.14,2.05,1,0,20024000.0
Gadikoppa,1370,2,2,0.82,1.56,4.63,1,1,10120000.0
Alkola,3091,4,4,1.19,3.41,11.48,1,0,15968000.0
Gopala,3642,4,4,2.86,2.57,4.65,1,0,19510000.0
Gopala,4484,4,4,1.3,3.89,5.45,1,0,24267000.0
Gadikoppa,2453,3,3,0.55,2.53,7.39,1,0,17813000.0
Basavanagudi,2764,3,3,0.91,0.55,3.69,0,0,20447000.0
KHB Colony,2170,3,3,1.19,1.35,10.6,1,0,12471000.0
Bommanakatte,2025,3,3,4.49,4.91,10.32,1,0,8695000.0
Vinoba Nagar,1610,3,3,0.78,0.72,8.95,1,1,11441000.0
Sulebailu,2437,3,3,4.05,6.82,7.54,1,0,9160000.0
Gadikoppa,3113,4,4,1.04,2.98,8.37,1,1,22451000.0
Gadikoppa,1848,3,4,1.2,2.53,7.69,0,1,13202000.0
Basavanagudi,3521,4,4,1.07,0.43,6.21,1,0,26430000.0
Vinoba Nagar,2367,3,3,0.71,1.85,7.56,1,0,16052000.0
KHB Colony,1670,3,3,1.15,1.75,7.91,1,0,9605000.0
Basavanagudi,871,1,1,1.18,0.92,4.99,1,0,6408000.0
Gadikoppa,1942,3,4,2.48,2.33,8.49,0,1,13819000.0
Bommanakatte,684,1,1,3.87,5.24,1.8,1,0,2682000.0
Basavanagudi,4014,4,4,0.86,0.76,7.53,1,0,30201000.0
Bommanakatte,1115,2,2,4.51,4.48,4.22,1,0,4635000.0
Gadikoppa,3327,4,4,0.76,2.53,1.75,0,1,23741000.0
Bommanakatte,3272,4,4,3.77,6.97,11.82,1,0,13903000.0
Basavanagudi,3209,4,5,1.08,0.91,4.64,0,0,23837000.0
Gadikoppa,2714,3,3,1.43,1.93,3.83,1,1,19730000.0
Basavanagudi,3120,4,5,0.62,0.29,1.36,1,0,23593000.0
Gopala,3615,4,5,2.87,1.74,8.41,0,0,19653000.0
Basavanagudi,1750,3,3,0.31,1.0,1.1,1,0,13045000.0
Basavanagudi,2628,3,4,1.1,0.62,7.29,1,0,19872000.0
KHB Colony,1027,2,2,1.63,1.48,5.8,1,0,5855000.0
Gopala,1513,2,2,2.3,2.92,2.84,1,0,8075000.0
KHB Colony,2379,3,4,1.08,2.77,9.97,1,0,13807000.0
Gopala,1766,3,3,2.29,3.96,3.35,1,0,9486000.0
Sulebailu,1808,3,3,4.14,8.55,5.45,1,0,6621000.0
Gadikoppa,3889,4,4,1.49,1.86,11.5,1,1,28243000.0
Sulebailu,2150,3,3,4.41,8.96,10.78,1,0,8227000.0
Gopala,735,1,1,2.76,3.64,5.13,1,0,3712000.0
Basavanagudi,4250,4,4,0.8,1.38,10.83,1,0,31842000.0
Gadikoppa,1205,2,2,1.9,2.31,1.54,0,0,8518000.0
Sulebailu,1976,3,3,3.32,5.75,6.51,1,0,7524000.0
Basavanagudi,3630,4,4,1.06,0.81,9.93,0,0,27000000.0
Bommanakatte,956,2,3,2.99,5.97,10.4,1,0,3937000.0
Bommanakatte,1625,3,3,4.43,4.44,6.1,1,0,6439000.0
Vinoba Nagar,1003,2,2,0.58,1.72,2.68,1,1,7189000.0
Basavanagudi,1372,2,2,0.68,0.57,11.03,1,0,10309000.0
Sulebailu,3531,4,4,4.58,8.6,4.44,1,0,12760000.0
Gadikoppa,4495,4,4,2.01,1.9,11.54,1,1,32580000.0
Alkola,1416,2,2,2.31,4.07,4.96,1,0,7112000.0
Gopala,647,1,1,2.06,2.53,3.96,1,0,3258000.0
Bommanakatte,3562,4,5,3.04,6.91,11.77,1,0,14998000.0
KHB Colony,1443,2,3,1.1,1.22,7.3,1,0,8469000.0
Basavanagudi,1300,2,2,0.76,0.4,6.13,1,0,9823000.0
Vinoba Nagar,4398,4,4,1.47,2.47,1.54,1,1,30273000.0
KHB Colony,2375,3,3,1.38,2.96,4.34,1,0,13742000.0
Basavanagudi,2856,4,4,0.4,0.95,10.09,0,0,21198000.0
Gadikoppa,1289,2,2,2.08,1.94,7.24,1,1,9346000.0
Sulebailu,1865,3,3,5.91,8.71,9.77,1,0,6744000.0
Alkola,2253,3,3,1.89,2.87,4.59,1,0,11213000.0
Basavanagudi,3444,4,4,1.08,0.91,5.41,1,0,25855000.0
Sulebailu,4375,4,4,5.39,6.55,5.22,0,0,16465000.0
Sulebailu,654,1,1,5.52,7.33,4.56,1,0,2126000.0
Sulebailu,1401,2,3,4.86,8.67,4.29,1,0,5031000.0
Alkola,3650,4,4,1.46,3.67,8.76,1,0,18744000.0
Sulebailu,2630,3,3,3.75,5.32,5.44,1,0,9868000.0
KHB Colony,3646,4,4,1.78,1.14,10.6,1,0,21005000.0
Vinoba Nagar,2964,4,4,1.47,1.31,1.18,1,0,20102000.0
Vinoba Nagar,3332,4,5,0.97,0.8,7.38,1,1,22849000.0
KHB Colony,3883,4,5,1.08,1.85,11.4,1,0,22477000.0
Basavanagudi,3868,4,4,1.04,1.32,6.35,0,0,28865000.0
Alkola,2518,3,3,1.92,3.33,8.51,1,0,12795000.0
Gopala,1149,2,2,2.36,3.76,5.24,1,0,6231000.0
Gopala,4365,4,5,2.16,1.83,11.64,1,0,23282000.0
Basavanagudi,2404,3,3,0.7,0.33,9.82,1,0,18289000.0
Bommanakatte,2359,3,3,3.04,4.79,3.29,1,0,9959000.0
Gadikoppa,1290,2,2,1.28,1.85,1.83,0,1,9369000.0
Gadikoppa,4263,4,4,1.62,1.55,6.23,1,1,30871000.0
Vinoba Nagar,4280,4,4,1.67,0.8,2.92,0,1,29384000.0
Bommanakatte,2273,3,3,3.81,6.48,7.34,1,0,9605000.0
Vinoba Nagar,4331,4,4,1.13,0.69,1.44,1,1,29919000.0
Basavanagudi,1853,3,3,0.62,0.93,4.06,0,0,13775000.0
Vinoba Nagar,3380,4,4,1.57,1.64,11.75,1,0,22934000.0
Sulebailu,3272,4,4,5.05,5.34,3.69,1,0,12338000.0
KHB Colony,2639,3,4,1.94,2.7,10.29,1,0,15272000.0
KHB Colony,1377,2,2,1.4,2.44,10.64,1,0,8082000.0
Sulebailu,4372,4,4,3.48,6.94,3.4,1,0,16758000.0
KHB Colony,3965,4,4,1.86,2.32,8.93,0,0,22745000.0
KHB Colony,3230,4,4,1.25,1.75,10.31,1,0,18702000.0
Alkola,2757,3,3,2.07,2.57,11.86,1,0,13900000.0
KHB Colony,3605,4,5,1.39,1.57,9.06,0,0,20830000.0
Gopala,735,1,2,1.4,3.48,9.17,1,0,3929000.0
Gadikoppa,4253,4,4,1.78,1.87,2.02,1,1,30727000.0
Basavanagudi,3016,4,4,0.31,1.29,7.74,0,0,22814000.0
Gopala,3337,4,4,1.65,2.05,5.3,1,0,18013000.0
KHB Colony,2617,3,3,1.93,2.14,9.08,1,0,15156000.0
Vinoba Nagar,2193,3,3,1.32,1.53,2.04,1,0,14867000.0
KHB Colony,4278,4,4,1.83,2.6,9.0,1,0,24948000.0
Basavanagudi,991,2,2,0.67,1.15,4.29,1,0,7685000.0
Gadikoppa,723,1,1,2.45,1.52,4.4,0,1,5489000.0
Sulebailu,765,1,1,3.58,5.79,9.06,1,0,2927000.0
KHB Colony,1324,2,3,1.12,2.26,1.0,0,0,7768000.0
KHB Colony,3941,4,4,1.69,2.04,11.75,0,0,22556000.0
Sulebailu,2076,3,3,3.58,8.0,4.03,1,0,7545000.0
Vinoba Nagar,1128,2,2,0.58,2.13,10.07,1,1,7807000.0
Sulebailu,1906,3,3,3.86,7.37,4.28,0,0,7017000.0
Sulebailu,2871,4,4,3.43,7.44,11.27,0,0,10319000.0
Gopala,3373,4,5,1.75,1.78,4.88,0,0,17876000.0
Bommanakatte,2571,3,3,4.8,5.2,3.12,1,0,10482000.0
Gopala,3720,4,4,1.91,1.87,5.95,1,0,20073000.0
Vinoba Nagar,2898,4,4,1.82,1.56,4.68,1,1,19775000.0
Alkola,2101,3,3,1.33,2.84,11.56,1,0,10765000.0
Bommanakatte,2783,3,3,2.95,5.75,8.32,1,0,11369000.0
Vinoba Nagar,1720,3,4,1.95,1.55,7.09,1,1,11724000.0
Gadikoppa,697,1,1,2.09,2.93,1.79,1,0,4790000.0
Gopala,1711,3,4,1.2,2.9,5.53,1,0,8807000.0
Bommanakatte,3337,4,4,3.49,5.0,4.72,0,0,13904000.0
Sulebailu,2598,3,4,5.73,6.13,10.89,1,0,10017000.0
Bommanakatte,3504,4,4,3.23,5.21,9.41,1,0,14976000.0
Alkola,3731,4,4,1.8,4.35,8.49,1,0,18982000.0
Sulebailu,3694,4,4,4.2,5.05,2.38,1,0,14179000.0
Vinoba Nagar,2736,3,3,1.69,1.61,1.81,1,1,18714000.0
Gadikoppa,2004,3,3,1.91,2.59,8.5,1,0,14405000.0
Alkola,2956,4,4,1.86,2.47,7.64,0,0,14830000.0
Vinoba Nagar,850,1,2,0.68,1.95,7.27,1,1,5910000.0
Basavanagudi,4287,4,5,0.43,1.04,2.5,1,0,32305000.0
KHB Colony,4294,4,4,1.11,2.74,2.42,1,0,24900000.0
Gadikoppa,2013,3,4,1.77,1.1,4.23,1,0,14497000.0
Sulebailu,4080,4,5,4.07,8.6,2.3,1,0,15407000.0
Alkola,2337,3,3,2.25,2.28,11.13,1,0,11863000.0
Vinoba Nagar,958,2,2,1.68,2.12,3.13,1,1,6738000.0
Alkola,4144,4,5,1.27,3.41,8.01,1,0,21235000.0
Gadikoppa,685,1,1,2.45,2.16,10.54,1,1,5133000.0
Gopala,1250,2,3,1.08,2.0,3.05,1,0,6616000.0
Sulebailu,830,1,2,3.13,7.7,6.91,1,0,2714000.0
Gadikoppa,3704,4,4,1.59,2.95,5.04,1,1,26878000.0
Sulebailu,1793,3,3,3.45,8.69,7.22,1,0,6567000.0
Sulebailu,1649,3,3,5.12,6.54,3.71,1,0,5885000.0
Basavanagudi,4475,4,4,1.47,0.5,9.5,0,0,33425000.0
KHB Colony,627,1,1,1.27,2.06,10.71,1,0,3598000.0
KHB Colony,2681,3,3,1.69,1.51,4.92,0,0,15330000.0
Gopala,947,2,2,1.59,3.56,4.94,0,0,4973000.0
KHB Colony,3379,4,4,1.98,2.73,9.91,0,0,19607000.0
Gopala,2496,3,3,2.95,1.63,4.87,1,0,13495000.0
Vinoba Nagar,1143,2,2,1.75,0.54,9.82,1,0,7910000.0
Sulebailu,948,2,2,3.26,6.92,9.02,1,0,3492000.0
KHB Colony,4282,4,4,1.15,2.38,11.03,1,0,24667000.0
Sulebailu,1854,3,4,5.6,6.58,11.17,1,0,7010000.0
Gopala,729,1,1,2.42,3.19,4.89,1,0,3551000.0
Alkola,3268,4,4,1.71,2.85,11.5,1,0,16740000.0
Gopala,1488,2,2,2.35,3.81,9.98,1,0,8374000.0
Vinoba Nagar,2358,3,4,0.65,1.44,6.83,1,1,16137000.0
Gadikoppa,606,1,1,1.59,2.61,6.91,1,0,4489000.0
Gopala,1636,3,3,2.32,3.58,8.98,1,0,8604000.0
Alkola,874,1,1,2.44,2.47,4.86,1,0,4159000.0
Gadikoppa,3825,4,4,1.17,1.13,5.64,1,1,27520000.0
Sulebailu,3095,4,4,5.46,5.32,4.48,1,0,11640000.0
Vinoba Nagar,3290,4,4,1.03,1.66,2.1,1,1,22640000.0
Sulebailu,2293,3,3,5.71,5.34,3.38,1,0,8362000.0
Gadikoppa,1891,3,4,1.47,1.42,3.19,1,1,13678000.0
Gopala,737,1,1,1.01,2.47,4.05,1,0,4098000.0
Gopala,995,2,2,2.7,3.01,2.6,1,0,5220000.0
Gadikoppa,4168,4,4,1.27,2.47,11.32,1,0,29788000.0
Sulebailu,3688,4,4,4.02,6.75,7.96,0,0,13921000.0
Gadikoppa,2975,4,4,1.36,2.74,10.86,1,0,21126000.0
Gopala,1551,2,3,1.07,2.54,3.14,0,0,8072000.0
Alkola,1962,3,4,1.81,4.47,5.76,1,0,9762000.0
Gadikoppa,4128,4,5,1.34,2.7,11.26,1,0,29507000.0
Bommanakatte,3548,4,4,4.51,6.16,1.24,1,0,14711000.0
Vinoba Nagar,1581,2,2,1.92,2.15,8.02,0,1,10736000.0
Gadikoppa,1191,2,2,1.64,2.3,8.46,1,0,8664000.0
Sulebailu,1925,3,3,3.53,6.86,1.22,0,0,7227000.0
Basavanagudi,2139,3,3,0.33,0.76,2.39,1,0,16269000.0
Gopala,3527,4,4,1.56,3.18,11.2,1,0,19106000.0
Alkola,3712,4,4,2.25,3.15,8.47,1,0,18567000.0
Gopala,2024,3,4,2.79,3.85,9.58,1,0,10626000.0
Vinoba Nagar,829,1,2,1.71,2.47,10.06,1,0,5480000.0
Vinoba Nagar,1063,2,2,1.5,1.39,11.27,1,0,7306000.0
Basavanagudi,4318,4,4,0.97,0.5,6.27,1,0,32345000.0
Gopala,2649,3,4,2.79,3.13,9.11,0,0,14224000.0
Gopala,2171,3,3,2.11,3.64,3.56,1,0,11889000.0
KHB Colony,3353,4,4,1.94,1.67,6.83,1,0,19432000.0
Vinoba Nagar,3090,4,4,1.82,1.9,8.21,1,1,21070000.0
KHB Colony,1469,2,2,1.94,2.45,7.06,1,0,8684000.0
Bommanakatte,1958,3,3,4.02,6.06,6.05,1,0,8009000.0
Gopala,2438,3,3,2.79,2.39,11.47,1,0,13182000.0
Basavanagudi,861,1,2,1.14,0.86,8.72,1,0,6663000.0
Basavanagudi,1286,2,2,1.15,0.56,8.86,1,0,9636000.0
Gopala,2150,3,3,2.12,2.01,10.93,1,0,11633000.0
Basavanagudi,1517,2,2,0.7,0.84,4.25,1,0,11684000.0
Basavanagudi,3954,4,4,0.21,1.19,7.88,1,0,29643000.0
KHB Colony,2369,3,3,1.65,1.01,3.79,1,0,13674000.0
Sulebailu,4302,4,4,4.58,6.17,7.54,0,0,16328000.0
Sulebailu,2886,4,4,4.97,7.32,6.83,1,0,10814000.0
Sulebailu,2466,3,3,3.75,6.34,6.18,0,0,8947000.0
Vinoba Nagar,3827,4,4,1.14,2.23,8.64,0,1,26096000.0
Bommanakatte,4149,4,4,4.21,4.71,5.81,1,0,17565000.0
Basavanagudi,3593,4,4,0.78,1.13,5.13,1,0,26977000.0
Gadikoppa,1818,3,3,1.81,1.33,1.62,0,1,13031000.0
Gopala,853,1,1,1.67,2.98,6.44,1,0,4681000.0
Sulebailu,1840,3,3,4.4,8.71,3.83,1,0,6895000.0
KHB Colony,679,1,1,1.13,2.71,7.14,1,0,3844000.0
Bommanakatte,3178,4,5,4.79,5.21,5.33,1,0,13488000.0
KHB Colony,2549,3,3,1.37,2.6,10.18,1,0,14922000.0
Gopala,1994,3,3,1.44,3.2,7.41,1,0,10704000.0
Alkola,1669,3,4,1.52,3.35,9.92,1,0,8389000.0
Gadikoppa,1939,3,3,0.68,2.03,1.7,1,1,14386000.0
Gopala,3011,4,4,1.86,2.07,6.01,1,0,16223000.0
Alkola,3150,4,4,1.79,3.34,9.59,1,0,16003000.0
Alkola,1753,3,3,2.01,2.38,2.47,1,0,8780000.0
Vinoba Nagar,4459,4,4,0.75,0.52,3.61,1,1,30763000.0
Sulebailu,3638,4,4,4.37,6.64,7.11,1,0,13776000.0
Vinoba Nagar,4285,4,4,0.53,0.8,5.16,1,0,29149000.0
Vinoba Nagar,3090,4,4,1.83,1.15,2.47,1,1,21197000.0
Bommanakatte,3211,4,5,3.71,4.89,10.3,1,0,13435000.0
KHB Colony,3294,4,4,1.5,1.08,10.82,1,0,19115000.0
Basavanagudi,1462,2,2,1.06,1.3,9.27,1,0,10992000.0
Gopala,2228,3,3,2.03,2.69,8.1,1,0,12158000.0
Gopala,2371,3,3,2.04,3.2,5.94,1,0,12960000.0
Gopala,1544,2,2,2.18,3.93,4.98,1,0,8110000.0
Basavanagudi,2971,4,4,0.81,1.34,5.88,1,0,22460000.0
Basavanagudi,2492,3,3,0.41,0.23,1.99,1,0,18819000.0
Gopala,3827,4,4,1.91,2.29,11.35,1,0,20695000.0
Alkola,894,1,1,2.18,2.45,7.31,1,0,4642000.0
Vinoba Nagar,1368,2,3,1.64,0.84,7.95,0,1,9288000.0
Vinoba Nagar,860,1,1,0.69,2.39,8.83,1,1,5919000.0
KHB Colony,1062,2,2,1.98,2.59,5.54,0,0,5947000.0
Bommanakatte,3317,4,5,2.97,4.63,7.13,1,0,13995000.0
Gopala,4360,4,4,1.44,2.05,11.42,1,0,23502000.0
KHB Colony,2812,4,4,1.19,1.42,4.74,1,0,16219000.0
Bommanakatte,802,1,1,2.91,6.61,3.99,0,0,3127000.0
Basavanagudi,1892,3,3,0.32,0.61,11.92,1,0,14170000.0
Gopala,697,1,1,1.5,2.09,3.12,1,0,3859000.0
Sulebailu,787,1,1,3.55,6.86,1.15,1,0,2760000.0
Basavanagudi,4415,4,4,1.19,0.45,7.25,1,0,33406000.0
Gopala,858,1,1,2.76,3.84,5.46,1,0,4592000.0
Alkola,2621,3,4,1.53,2.7,3.89,1,0,13480000.0
KHB Colony,3760,4,5,1.74,2.39,3.76,1,0,21973000.0
Gadikoppa,3174,4,4,2.43,2.16,11.0,1,1,23092000.0
Vinoba Nagar,1991,3,3,1.21,2.1,2.4,1,0,13443000.0
Gadikoppa,4359,4,5,1.13,1.35,7.48,1,0,31368000.0
Gopala,3338,4,4,1.24,1.94,3.72,1,0,18269000.0
Gadikoppa,1049,2,2,0.65,1.07,6.16,1,0,7385000.0
Bommanakatte,3328,4,4,3.49,5.87,11.59,1,0,14305000.0
Bommanakatte,3107,4,4,3.2,4.48,5.69,0,0,12982000.0
Gopala,2047,3,3,2.06,1.87,2.54,1,0,11129000.0
Vinoba Nagar,2815,4,4,1.29,1.32,4.41,1,1,19315000.0
Gadikoppa,4306,4,4,1.84,2.6,3.83,1,1,31053000.0
Vinoba Nagar,4429,4,4,1.1,0.63,6.68,1,1,30541000.0
Sulebailu,2618,3,3,4.4,7.62,2.14,1,0,9871000.0
Sulebailu,2912,4,4,5.05,8.06,10.24,1,0,11020000.0
Gadikoppa,4091,4,4,1.89,2.19,2.35,1,0,29536000.0
Basavanagudi,2863,4,4,0.87,0.69,11.14,0,0,21313000.0
Gadikoppa,1369,2,2,2.2,1.28,7.38,1,1,10161000.0
Sulebailu,1548,2,2,4.34,5.69,1.53,1,0,5836000.0
Gopala,3156,4,4,1.37,1.6,1.4,1,0,16797000.0
Gadikoppa,1648,3,4,2.46,2.23,3.02,1,1,12173000.0
Gadikoppa,2640,3,3,0.8,1.56,2.03,1,0,19221000.0
Vinoba Nagar,3751,4,4,1.63,2.44,9.66,1,1,25306000.0
Vinoba Nagar,1386,2,2,1.47,1.2,4.01,1,1,9437000.0
Alkola,2349,3,3,2.34,3.97,3.15,1,0,11869000.0
Vinoba Nagar,2196,3,4,0.8,0.73,10.27,1,0,14997000.0
Alkola,990,2,2,1.18,2.26,1.85,1,0,5115000.0
Alkola,998,2,2,2.29,3.06,11.07,1,0,5221000.0
Sulebailu,3409,4,5,4.96,6.95,9.69,1,0,12831000.0
Sulebailu,2734,3,3,4.5,8.93,10.14,1,0,10354000.0
Gopala,2272,3,3,2.15,3.88,5.87,1,0,12044000.0
Sulebailu,3740,4,5,4.78,7.16,6.43,1,0,14190000.0
Bommanakatte,1784,3,3,3.72,4.23,3.1,1,0,7279000.0
Vinoba Nagar,957,2,2,1.8,0.82,1.17,1,1,6921000.0
Vinoba Nagar,853,1,2,1.9,0.72,7.98,1,1,6056000.0
Vinoba Nagar,4431,4,4,1.38,0.95,10.32,1,1,30407000.0
Sulebailu,2001,3,3,4.54,6.89,9.31,1,0,7445000.0
Gadikoppa,2338,3,3,2.1,1.42,7.0,0,1,17055000.0
Alkola,2539,3,3,1.84,2.47,9.81,1,0,13169000.0
Sulebailu,3249,4,5,4.36,7.99,4.1,0,0,12221000.0
Gadikoppa,2088,3,3,2.44,2.39,8.91,1,1,15174000.0
Vinoba Nagar,2400,3,3,1.55,1.97,4.19,1,1,16596000.0
Alkola,993,2,2,1.17,4.07,7.63,0,0,4578000.0
Sulebailu,765,1,1,3.97,6.41,1.7,1,0,2688000.0
Gadikoppa,1402,2,2,1.21,2.35,9.02,1,0,10064000.0
Basavanagudi,2372,3,3,0.24,0.74,5.77,1,0,17743000.0
Gadikoppa,1205,2,3,1.87,2.14,4.84,1,1,9014000.0
Alkola,3072,4,4,1.95,3.65,4.18,0,0,15485000.0
Vinoba Nagar,3850,4,4,0.75,2.01,10.16,1,1,26260000.0
Gopala,3990,4,5,1.21,1.73,8.84,0,0,20910000.0
Alkola,1936,3,3,1.26,2.88,9.52,0,0,9628000.0
KHB Colony,3197,4,4,1.93,2.75,4.51,1,0,18462000.0
Bommanakatte,3163,4,4,4.69,5.04,7.18,1,0,13273000.0
Alkola,4143,4,4,1.44,3.57,5.62,0,0,21119000.0
Alkola,1410,2,3,1.23,3.91,8.96,1,0,7116000.0
KHB Colony,1128,2,2,1.98,1.47,4.91,1,0,6440000.0
Basavanagudi,2448,3,4,1.44,0.26,10.69,1,0,18198000.0
KHB Colony,2498,3,4,1.57,2.26,10.44,1,0,14643000.0
KHB Colony,1786,3,3,1.87,2.2,8.59,1,0,10282000.0
Sulebailu,2877,4,4,4.73,7.38,4.47,1,0,10908000.0
Bommanakatte,2913,4,4,4.71,5.4,3.3,1,0,12446000.0
Sulebailu,1363,2,2,3.29,6.76,8.44,0,0,4475000.0
Alkola,3286,4,4,1.8,4.39,4.3,1,0,16715000.0
Sulebailu,3923,4,4,5.5,5.38,2.22,1,0,15225000.0
Alkola,2990,4,5,2.25,2.9,6.01,0,0,15070000.0
Bommanakatte,749,1,1,4.55,6.1,8.61,1,0,3149000.0
Gopala,1920,3,3,2.9,1.57,2.53,1,0,10350000.0
Gopala,1199,2,2,1.71,3.94,8.74,1,0,6209000.0
Gadikoppa,2634,3,3,1.57,2.39,9.51,0,1,18922000.0
Vinoba Nagar,4013,4,4,1.15,1.5,10.82,1,1,27572000.0
Vinoba Nagar,4156,4,4,1.29,1.95,1.22,1,1,28578000.0
Bommanakatte,2481,3,4,3.44,6.43,11.54,1,0,10400000.0
Vinoba Nagar,1799,3,3,0.99,1.69,6.93,1,1,12476000.0
KHB Colony,1232,2,2,1.81,2.57,6.04,0,0,7095000.0
Gadikoppa,3051,4,4,2.12,2.42,8.45,1,1,22112000.0
Bommanakatte,3910,4,4,4.24,6.31,9.72,0,0,16428000.0
Bommanakatte,3500,4,5,2.6,6.48,7.68,1,0,14577000.0
Gopala,1421,2,3,1.52,3.39,9.53,1,0,7533000.0
Basavanagudi,2713,3,3,0.79,0.84,3.05,1,0,20577000.0
Gadikoppa,2910,4,4,1.18,2.19,11.17,1,0,21085000.0
Bommanakatte,4215,4,4,2.53,6.29,2.17,0,0,17857000.0
Gadikoppa,3620,4,4,0.99,2.29,4.34,1,1,26172000.0
Alkola,809,1,2,1.12,3.7,5.48,1,0,3948000.0
Vinoba Nagar,1099,2,2,1.16,0.62,6.99,0,1,7723000.0
Vinoba Nagar,4165,4,4,1.24,1.77,3.02,0,1,28697000.0
Sulebailu,3171,4,5,4.48,6.35,6.01,1,0,11973000.0
Alkola,1287,2,2,1.53,2.98,9.84,1,0,6536000.0
Bommanakatte,4118,4,4,3.65,4.82,11.84,1,0,17484000.0
Vinoba Nagar,4381,4,5,1.79,1.56,5.52,1,1,29814000.0
Gopala,2516,3,3,1.73,1.65,10.38,1,0,13636000.0
Basavanagudi,4230,4,4,0.25,1.2,8.38,0,0,31712000.0
Bommanakatte,2077,3,3,4.23,4.23,9.86,0,0,8697000.0
Vinoba Nagar,3641,4,4,0.57,1.84,11.85,1,1,24975000.0
Vinoba Nagar,1733,3,3,0.78,1.21,3.59,1,1,12220000.0
Alkola,2293,3,3,2.13,3.88,4.64,0,0,11256000.0
Vinoba Nagar,3802,4,4,1.53,2.31,11.55,0,1,26020000.0
Sulebailu,3200,4,5,4.14,8.44,3.43,0,0,11865000.0
